data,dia_semana,turno,canal,pedidos,faturamento,ticket_medio,tempo_medio_atendimento_min,funcionarios_no_turno,avaliacao_media_cliente
2025-03-26,Quarta,Noite,Salão,39,1259.7,32.3,6.02,10,4.5
2025-03-26,Quarta,Noite,Drive-Thru,108,2912.76,26.97,3.04,10,5.0
2025-03-26,Quarta,Noite,Delivery/App,35,1084.65,30.99,11.56,10,5.0
2025-03-27,Quinta,Manhã,Salão,29,683.82,23.58,5.19,6,4.6
2025-03-27,Quinta,Manhã,Drive-Thru,44,1142.24,25.96,2.8,6,4.5
2025-03-27,Quinta,Manhã,Delivery/App,10,341.5,34.15,9.47,6,4.8
2025-03-27,Quinta,Tarde,Salão,56,1742.16,31.11,6.22,7,4.5
2025-03-27,Quinta,Tarde,Drive-Thru,104,3362.32,32.33,3.05,7,4.7
2025-03-27,Quinta,Tarde,Delivery/App,26,1158.82,44.57,10.57,7,5.0
2025-03-27,Quinta,Noite,Salão,42,1129.38,26.89,5.9,11,4.7
2025-03-27,Quinta,Noite,Drive-Thru,100,2805.0,28.05,3.72,11,4.5
2025-03-27,Quinta,Noite,Delivery/App,38,1733.56,45.62,10.93,11,4.5
2025-03-28,Sexta,Manhã,Salão,32,796.48,24.89,5.25,6,4.8
2025-03-28,Sexta,Manhã,Drive-Thru,65,2085.2,32.08,3.27,6,4.8
2025-03-28,Sexta,Manhã,Delivery/App,17,608.09,35.77,10.12,6,4.3
2025-03-28,Sexta,Tarde,Salão,76,2577.16,33.91,6.67,7,4.9
2025-03-28,Sexta,Tarde,Drive-Thru,111,3286.71,29.61,3.97,7,4.3
2025-03-28,Sexta,Tarde,Delivery/App,46,1694.64,36.84,11.67,7,4.1
2025-03-28,Sexta,Noite,Salão,61,1748.87,28.67,5.98,14,4.5
2025-03-28,Sexta,Noite,Drive-Thru,120,3981.6,33.18,3.14,14,4.6
2025-03-28,Sexta,Noite,Delivery/App,45,1836.9,40.82,11.48,14,5.0
2025-03-29,Sábado,Manhã,Salão,40,1086.0,27.15,6.38,6,4.3
2025-03-29,Sábado,Manhã,Drive-Thru,67,1795.6,26.8,3.03,6,4.9
2025-03-29,Sábado,Manhã,Delivery/App,17,569.5,33.5,10.83,6,4.6
2025-03-29,Sábado,Tarde,Salão,61,1692.14,27.74,6.18,10,4.5
2025-03-29,Sábado,Tarde,Drive-Thru,124,3667.92,29.58,2.9,10,5.0
2025-03-29,Sábado,Tarde,Delivery/App,32,1111.36,34.73,10.71,10,4.7
2025-03-29,Sábado,Noite,Salão,55,1797.4,32.68,6.32,14,5.0
2025-03-29,Sábado,Noite,Drive-Thru,118,2959.44,25.08,2.9,14,4.4
2025-03-29,Sábado,Noite,Delivery/App,54,2412.72,44.68,10.85,14,4.7
2025-03-30,Domingo,Manhã,Salão,42,1377.6,32.8,6.31,5,4.6
2025-03-30,Domingo,Manhã,Drive-Thru,69,2219.04,32.16,3.57,5,4.6
2025-03-30,Domingo,Manhã,Delivery/App,17,682.38,40.14,10.09,5,4.5
2025-03-30,Domingo,Tarde,Salão,69,2068.62,29.98,5.14,9,4.8
2025-03-30,Domingo,Tarde,Drive-Thru,106,3054.92,28.82,3.46,9,4.8
2025-03-30,Domingo,Tarde,Delivery/App,41,1307.49,31.89,10.46,9,4.5
2025-03-30,Domingo,Noite,Salão,63,1676.43,26.61,5.89,14,4.6
2025-03-30,Domingo,Noite,Drive-Thru,109,3243.84,29.76,2.52,14,4.7
2025-03-30,Domingo,Noite,Delivery/App,36,1354.32,37.62,10.81,14,4.7
2025-03-31,Segunda,Manhã,Salão,19,553.09,29.11,5.26,5,4.9
2025-03-31,Segunda,Manhã,Drive-Thru,50,1271.5,25.43,3.85,5,4.2
2025-03-31,Segunda,Manhã,Delivery/App,12,514.44,42.87,10.35,5,4.5
2025-03-31,Segunda,Tarde,Salão,63,2028.6,32.2,5.3,10,4.6
2025-03-31,Segunda,Tarde,Drive-Thru,84,2987.04,35.56,3.02,10,4.5
2025-03-31,Segunda,Tarde,Delivery/App,32,1004.16,31.38,11.56,10,4.8
2025-03-31,Segunda,Noite,Salão,51,1512.15,29.65,7.0,10,4.5
2025-03-31,Segunda,Noite,Drive-Thru,87,2728.32,31.36,2.87,10,5.0
2025-03-31,Segunda,Noite,Delivery/App,38,1361.92,35.84,11.39,10,5.0
2025-04-01,Terça,Manhã,Salão,28,729.4,26.05,6.32,4,4.5
2025-04-01,Terça,Manhã,Drive-Thru,49,1606.71,32.79,3.3,4,4.7
2025-04-01,Terça,Manhã,Delivery/App,12,538.68,44.89,10.59,4,4.3
2025-04-01,Terça,Tarde,Salão,57,1893.54,33.22,5.58,9,4.6
2025-04-01,Terça,Tarde,Drive-Thru,91,2596.23,28.53,3.27,9,4.6
2025-04-01,Terça,Tarde,Delivery/App,26,990.34,38.09,10.84,9,4.4
2025-04-01,Terça,Noite,Salão,42,924.0,22.0,6.37,8,4.9
2025-04-01,Terça,Noite,Drive-Thru,114,3361.86,29.49,3.38,8,4.2
2025-04-01,Terça,Noite,Delivery/App,42,1351.14,32.17,11.74,8,4.5
2025-04-02,Quarta,Manhã,Salão,23,672.06,29.22,5.18,4,4.9
2025-04-02,Quarta,Manhã,Drive-Thru,41,1176.7,28.7,3.25,4,4.7
2025-04-02,Quarta,Manhã,Delivery/App,11,366.74,33.34,10.43,4,4.4
2025-04-02,Quarta,Tarde,Salão,52,1359.8,26.15,6.43,7,4.6
2025-04-02,Quarta,Tarde,Drive-Thru,101,2519.95,24.95,3.96,7,4.6
2025-04-02,Quarta,Tarde,Delivery/App,23,742.9,32.3,10.57,7,4.6
2025-04-02,Quarta,Noite,Salão,35,1027.95,29.37,5.03,11,4.8
2025-04-02,Quarta,Noite,Drive-Thru,100,2641.0,26.41,1.9,11,5.0
2025-04-02,Quarta,Noite,Delivery/App,32,1428.8,44.65,10.79,11,4.5
2025-04-03,Quinta,Manhã,Salão,27,606.96,22.48,5.37,6,4.7
2025-04-03,Quinta,Manhã,Drive-Thru,31,960.07,30.97,3.04,6,4.7
2025-04-03,Quinta,Manhã,Delivery/App,14,632.94,45.21,10.22,6,4.4
2025-04-03,Quinta,Tarde,Salão,48,1427.04,29.73,5.76,7,4.6
2025-04-03,Quinta,Tarde,Drive-Thru,95,2717.0,28.6,3.65,7,4.5
2025-04-03,Quinta,Tarde,Delivery/App,23,707.71,30.77,11.06,7,4.7
2025-04-03,Quinta,Noite,Salão,40,912.8,22.82,5.51,9,4.2
2025-04-03,Quinta,Noite,Drive-Thru,79,1909.43,24.17,3.62,9,4.5
2025-04-03,Quinta,Noite,Delivery/App,34,1027.82,30.23,11.21,9,4.6
2025-04-04,Sexta,Manhã,Salão,34,994.5,29.25,6.07,5,4.8
2025-04-04,Sexta,Manhã,Drive-Thru,67,1672.32,24.96,3.14,5,4.3
2025-04-04,Sexta,Manhã,Delivery/App,16,527.2,32.95,10.31,5,4.3
2025-04-04,Sexta,Tarde,Salão,66,1605.78,24.33,5.82,11,4.6
2025-04-04,Sexta,Tarde,Drive-Thru,116,2819.96,24.31,3.54,11,5.0
2025-04-04,Sexta,Tarde,Delivery/App,36,1608.48,44.68,10.44,11,4.8
2025-04-04,Sexta,Noite,Salão,58,1589.78,27.41,6.98,8,4.2
2025-04-04,Sexta,Noite,Drive-Thru,98,3453.52,35.24,2.89,8,4.9
2025-04-04,Sexta,Noite,Delivery/App,54,1763.64,32.66,12.24,8,4.5
2025-04-05,Sábado,Manhã,Salão,33,992.31,30.07,5.64,6,4.8
2025-04-05,Sábado,Manhã,Drive-Thru,56,1621.76,28.96,3.68,6,4.9
2025-04-05,Sábado,Manhã,Delivery/App,17,541.28,31.84,10.42,6,4.3
2025-04-05,Sábado,Tarde,Salão,68,1999.88,29.41,5.93,10,4.3
2025-04-05,Sábado,Tarde,Drive-Thru,112,3738.56,33.38,2.94,10,5.0
2025-04-05,Sábado,Tarde,Delivery/App,33,1331.88,40.36,10.47,10,4.8
2025-04-05,Sábado,Noite,Salão,70,2161.6,30.88,6.43,10,4.6
2025-04-05,Sábado,Noite,Drive-Thru,131,3450.54,26.34,3.34,10,4.8
2025-04-05,Sábado,Noite,Delivery/App,43,1649.05,38.35,12.25,10,4.5
2025-04-06,Domingo,Manhã,Salão,43,1265.06,29.42,5.97,5,4.6
2025-04-06,Domingo,Manhã,Drive-Thru,71,2551.03,35.93,3.9,5,4.1
2025-04-06,Domingo,Manhã,Delivery/App,20,640.8,32.04,10.0,5,4.4
2025-04-06,Domingo,Tarde,Salão,47,1235.63,26.29,5.31,10,5.0
2025-04-06,Domingo,Tarde,Drive-Thru,143,3709.42,25.94,4.49,10,4.2
2025-04-06,Domingo,Tarde,Delivery/App,32,1340.16,41.88,10.77,10,4.6
2025-04-06,Domingo,Noite,Salão,54,1357.02,25.13,6.36,11,5.0
2025-04-06,Domingo,Noite,Drive-Thru,141,4416.12,31.32,3.82,11,4.4
2025-04-06,Domingo,Noite,Delivery/App,48,1640.64,34.18,12.35,11,4.3
2025-04-07,Segunda,Manhã,Salão,23,620.77,26.99,5.51,4,4.6
2025-04-07,Segunda,Manhã,Drive-Thru,47,1179.7,25.1,3.21,4,4.5
2025-04-07,Segunda,Manhã,Delivery/App,12,371.64,30.97,10.04,4,4.4
2025-04-07,Segunda,Tarde,Salão,49,1605.24,32.76,5.93,8,4.8
2025-04-07,Segunda,Tarde,Drive-Thru,89,3001.08,33.72,3.74,8,4.9
2025-04-07,Segunda,Tarde,Delivery/App,27,1204.47,44.61,10.32,8,4.7
2025-04-07,Segunda,Noite,Salão,43,1144.66,26.62,6.02,9,5.0
2025-04-07,Segunda,Noite,Drive-Thru,81,2517.48,31.08,3.64,9,4.5
2025-04-07,Segunda,Noite,Delivery/App,38,1491.88,39.26,12.13,9,4.3
2025-04-08,Terça,Manhã,Salão,30,771.3,25.71,5.66,4,4.4
2025-04-08,Terça,Manhã,Drive-Thru,49,1591.52,32.48,2.73,4,4.8
2025-04-08,Terça,Manhã,Delivery/App,13,574.21,44.17,10.17,4,4.7
2025-04-08,Terça,Tarde,Salão,53,1328.71,25.07,6.1,6,4.5
2025-04-08,Terça,Tarde,Drive-Thru,82,2813.42,34.31,4.45,6,4.5
2025-04-08,Terça,Tarde,Delivery/App,31,1306.96,42.16,10.9,6,4.5
2025-04-08,Terça,Noite,Salão,32,1062.72,33.21,6.03,12,4.5
2025-04-08,Terça,Noite,Drive-Thru,105,3736.95,35.59,3.53,12,4.4
2025-04-08,Terça,Noite,Delivery/App,34,1385.5,40.75,11.45,12,5.0
2025-04-09,Quarta,Manhã,Salão,23,546.71,23.77,6.31,5,4.4
2025-04-09,Quarta,Manhã,Drive-Thru,40,1265.2,31.63,3.56,5,4.5
2025-04-09,Quarta,Manhã,Delivery/App,12,512.64,42.72,10.48,5,4.8
2025-04-09,Quarta,Tarde,Salão,46,1374.94,29.89,6.03,6,4.6
2025-04-09,Quarta,Tarde,Drive-Thru,88,2394.48,27.21,3.72,6,4.5
2025-04-09,Quarta,Tarde,Delivery/App,37,1433.01,38.73,11.06,6,4.8
2025-04-09,Quarta,Noite,Salão,41,1065.18,25.98,6.36,9,5.0
2025-04-09,Quarta,Noite,Drive-Thru,97,2922.61,30.13,3.37,9,4.5
2025-04-09,Quarta,Noite,Delivery/App,37,1191.4,32.2,11.86,9,4.6
2025-04-10,Quinta,Manhã,Salão,26,806.52,31.02,6.0,6,4.5
2025-04-10,Quinta,Manhã,Drive-Thru,48,1579.2,32.9,2.9,6,4.4
2025-04-10,Quinta,Manhã,Delivery/App,13,571.61,43.97,10.12,6,4.9
2025-04-10,Quinta,Tarde,Salão,54,1626.48,30.12,5.56,9,4.4
2025-04-10,Quinta,Tarde,Drive-Thru,104,3216.72,30.93,3.24,9,4.2
2025-04-10,Quinta,Tarde,Delivery/App,25,1032.25,41.29,9.68,9,4.6
2025-04-10,Quinta,Noite,Salão,38,1021.82,26.89,6.2,9,4.7
2025-04-10,Quinta,Noite,Drive-Thru,80,2159.2,26.99,3.72,9,4.6
2025-04-10,Quinta,Noite,Delivery/App,37,1569.17,42.41,11.33,9,4.6
2025-04-11,Sexta,Manhã,Salão,35,842.1,24.06,5.37,5,4.6
2025-04-11,Sexta,Manhã,Drive-Thru,52,1268.8,24.4,3.31,5,4.4
2025-04-11,Sexta,Manhã,Delivery/App,16,601.28,37.58,10.24,5,4.8
2025-04-11,Sexta,Tarde,Salão,67,1804.31,26.93,5.93,10,4.8
2025-04-11,Sexta,Tarde,Drive-Thru,111,2725.05,24.55,2.96,10,4.7
2025-04-11,Sexta,Tarde,Delivery/App,41,1719.54,41.94,11.17,10,4.5
2025-04-11,Sexta,Noite,Salão,45,990.0,22.0,5.36,14,4.6
2025-04-11,Sexta,Noite,Drive-Thru,139,3536.16,25.44,3.09,14,4.6
2025-04-11,Sexta,Noite,Delivery/App,47,1499.77,31.91,11.45,14,4.2
2025-04-12,Sábado,Manhã,Salão,35,1031.1,29.46,5.36,8,4.7
2025-04-12,Sábado,Manhã,Drive-Thru,71,1994.39,28.09,3.02,8,5.0
2025-04-12,Sábado,Manhã,Delivery/App,15,572.1,38.14,10.11,8,4.6
2025-04-12,Sábado,Tarde,Salão,54,1695.06,31.39,6.09,8,4.5
2025-04-12,Sábado,Tarde,Drive-Thru,130,4466.8,34.36,3.77,8,4.2
2025-04-12,Sábado,Tarde,Delivery/App,36,1629.36,45.26,11.36,8,4.6
2025-04-12,Sábado,Noite,Salão,47,1347.49,28.67,5.74,11,4.4
2025-04-12,Sábado,Noite,Drive-Thru,145,5054.7,34.86,3.4,11,4.2
2025-04-12,Sábado,Noite,Delivery/App,47,1490.37,31.71,11.18,11,4.5
2025-04-13,Domingo,Manhã,Salão,36,844.92,23.47,5.54,7,4.4
2025-04-13,Domingo,Manhã,Drive-Thru,64,1590.4,24.85,3.33,7,4.8
2025-04-13,Domingo,Manhã,Delivery/App,17,555.9,32.7,10.09,7,4.9
2025-04-13,Domingo,Tarde,Salão,69,1529.73,22.17,5.96,9,5.0
2025-04-13,Domingo,Tarde,Drive-Thru,112,3484.32,31.11,4.02,9,4.4
2025-04-13,Domingo,Tarde,Delivery/App,41,1523.56,37.16,11.17,9,4.8
2025-04-13,Domingo,Noite,Salão,56,1290.8,23.05,6.11,8,4.4
2025-04-13,Domingo,Noite,Drive-Thru,102,2496.96,24.48,3.64,8,4.7
2025-04-13,Domingo,Noite,Delivery/App,51,1645.26,32.26,12.07,8,4.5
2025-04-14,Segunda,Manhã,Salão,26,765.44,29.44,4.74,6,4.2
2025-04-14,Segunda,Manhã,Drive-Thru,49,1548.4,31.6,3.72,6,4.8
2025-04-14,Segunda,Manhã,Delivery/App,8,335.44,41.93,10.17,6,4.8
2025-04-14,Segunda,Tarde,Salão,49,1262.24,25.76,5.63,8,4.4
2025-04-14,Segunda,Tarde,Drive-Thru,100,2578.0,25.78,3.95,8,4.6
2025-04-14,Segunda,Tarde,Delivery/App,25,828.75,33.15,10.66,8,4.5
2025-04-14,Segunda,Noite,Salão,35,1022.35,29.21,5.43,11,5.0
2025-04-14,Segunda,Noite,Drive-Thru,91,2696.33,29.63,3.39,11,4.5
2025-04-14,Segunda,Noite,Delivery/App,37,1175.12,31.76,11.3,11,4.8
2025-04-15,Terça,Manhã,Salão,23,664.93,28.91,5.54,6,4.7
2025-04-15,Terça,Manhã,Drive-Thru,49,1387.68,28.32,2.63,6,4.7
2025-04-15,Terça,Manhã,Delivery/App,10,435.8,43.58,10.15,6,4.3
2025-04-15,Terça,Tarde,Salão,47,1227.17,26.11,6.18,6,4.4
2025-04-15,Terça,Tarde,Drive-Thru,104,2795.52,26.88,4.03,6,4.2
2025-04-15,Terça,Tarde,Delivery/App,27,845.1,31.3,11.28,6,4.7
2025-04-15,Terça,Noite,Salão,39,1031.94,26.46,6.12,11,4.5
2025-04-15,Terça,Noite,Drive-Thru,111,3931.62,35.42,3.55,11,4.9
2025-04-15,Terça,Noite,Delivery/App,34,1143.42,33.63,10.71,11,4.8
2025-04-16,Quarta,Manhã,Salão,26,787.8,30.3,6.27,4,4.2
2025-04-16,Quarta,Manhã,Drive-Thru,43,1505.43,35.01,3.61,4,4.2
2025-04-16,Quarta,Manhã,Delivery/App,12,442.68,36.89,10.9,4,4.3
2025-04-16,Quarta,Tarde,Salão,48,1513.44,31.53,6.53,6,4.6
2025-04-16,Quarta,Tarde,Drive-Thru,92,3026.8,32.9,3.87,6,4.6
2025-04-16,Quarta,Tarde,Delivery/App,26,947.18,36.43,11.06,6,4.5
2025-04-16,Quarta,Noite,Salão,50,1378.5,27.57,5.74,12,5.0
2025-04-16,Quarta,Noite,Drive-Thru,83,2104.05,25.35,3.24,12,4.6
2025-04-16,Quarta,Noite,Delivery/App,46,1399.78,30.43,11.1,12,4.7
2025-04-17,Quinta,Manhã,Salão,30,950.1,31.67,5.48,4,5.0
2025-04-17,Quinta,Manhã,Drive-Thru,49,1576.33,32.17,3.56,4,5.0
2025-04-17,Quinta,Manhã,Delivery/App,11,333.85,30.35,10.36,4,4.3
2025-04-17,Quinta,Tarde,Salão,43,1379.01,32.07,5.59,6,4.7
2025-04-17,Quinta,Tarde,Drive-Thru,93,3048.54,32.78,4.32,6,4.1
2025-04-17,Quinta,Tarde,Delivery/App,31,1251.78,40.38,11.07,6,4.4
2025-04-17,Quinta,Noite,Salão,33,801.9,24.3,6.36,10,5.0
2025-04-17,Quinta,Noite,Drive-Thru,113,2992.24,26.48,4.01,10,4.4
2025-04-17,Quinta,Noite,Delivery/App,39,1631.76,41.84,11.4,10,4.6
2025-04-18,Sexta,Manhã,Salão,35,890.4,25.44,6.56,6,4.5
2025-04-18,Sexta,Manhã,Drive-Thru,65,2284.1,35.14,3.75,6,4.3
2025-04-18,Sexta,Manhã,Delivery/App,18,616.32,34.24,10.07,6,4.7
2025-04-18,Sexta,Tarde,Salão,73,2028.67,27.79,6.49,7,4.7
2025-04-18,Sexta,Tarde,Drive-Thru,131,4556.18,34.78,3.43,7,4.7
2025-04-18,Sexta,Tarde,Delivery/App,40,1317.6,32.94,11.01,7,4.6
2025-04-18,Sexta,Noite,Salão,41,1024.59,24.99,5.43,10,4.6
2025-04-18,Sexta,Noite,Drive-Thru,137,4625.12,33.76,3.35,10,4.8
2025-04-18,Sexta,Noite,Delivery/App,44,1591.48,36.17,12.17,10,4.6
2025-04-19,Sábado,Manhã,Salão,33,753.72,22.84,6.11,5,4.5
2025-04-19,Sábado,Manhã,Drive-Thru,68,1866.6,27.45,3.91,5,4.6
2025-04-19,Sábado,Manhã,Delivery/App,15,654.6,43.64,10.77,5,4.4
2025-04-19,Sábado,Tarde,Salão,70,2104.9,30.07,5.53,9,4.6
2025-04-19,Sábado,Tarde,Drive-Thru,112,3326.4,29.7,2.68,9,4.8
2025-04-19,Sábado,Tarde,Delivery/App,42,1567.02,37.31,11.29,9,4.5
2025-04-19,Sábado,Noite,Salão,48,1077.12,22.44,6.25,10,4.9
2025-04-19,Sábado,Noite,Drive-Thru,127,3448.05,27.15,3.35,10,4.6
2025-04-19,Sábado,Noite,Delivery/App,60,2347.8,39.13,11.41,10,4.4
2025-04-20,Domingo,Manhã,Salão,29,765.6,26.4,5.98,5,4.5
2025-04-20,Domingo,Manhã,Drive-Thru,64,2074.24,32.41,3.96,5,4.7
2025-04-20,Domingo,Manhã,Delivery/App,13,484.77,37.29,11.0,5,4.5
2025-04-20,Domingo,Tarde,Salão,68,2240.6,32.95,5.94,7,4.8
2025-04-20,Domingo,Tarde,Drive-Thru,148,3996.0,27.0,4.32,7,4.4
2025-04-20,Domingo,Tarde,Delivery/App,41,1295.19,31.59,12.4,7,4.7
2025-04-20,Domingo,Noite,Salão,44,1328.8,30.2,6.01,11,4.8
2025-04-20,Domingo,Noite,Drive-Thru,134,4448.8,33.2,3.04,11,4.9
2025-04-20,Domingo,Noite,Delivery/App,47,1897.86,40.38,11.71,11,4.8
2025-04-21,Segunda,Manhã,Salão,28,776.16,27.72,5.84,4,4.4
2025-04-21,Segunda,Manhã,Drive-Thru,55,1516.9,27.58,3.17,4,4.7
2025-04-21,Segunda,Manhã,Delivery/App,10,411.3,41.13,10.13,4,4.3
2025-04-21,Segunda,Tarde,Salão,49,1657.18,33.82,5.98,6,4.5
2025-04-21,Segunda,Tarde,Drive-Thru,93,2707.23,29.11,3.43,6,4.5
2025-04-21,Segunda,Tarde,Delivery/App,28,855.4,30.55,11.67,6,4.5
2025-04-21,Segunda,Noite,Salão,41,1351.36,32.96,6.02,8,4.9
2025-04-21,Segunda,Noite,Drive-Thru,92,2355.2,25.6,3.7,8,4.7
2025-04-21,Segunda,Noite,Delivery/App,38,1307.58,34.41,11.83,8,4.9
2025-04-22,Terça,Manhã,Salão,22,729.3,33.15,6.12,4,4.4
2025-04-22,Terça,Manhã,Drive-Thru,45,1289.25,28.65,3.48,4,4.3
2025-04-22,Terça,Manhã,Delivery/App,10,457.3,45.73,10.89,4,4.7
2025-04-22,Terça,Tarde,Salão,42,1241.1,29.55,5.84,6,4.8
2025-04-22,Terça,Tarde,Drive-Thru,91,2992.99,32.89,4.52,6,4.6
2025-04-22,Terça,Tarde,Delivery/App,30,1134.9,37.83,10.57,6,4.6
2025-04-22,Terça,Noite,Salão,38,940.12,24.74,5.81,11,4.6
2025-04-22,Terça,Noite,Drive-Thru,82,2317.32,28.26,3.08,11,4.6
2025-04-22,Terça,Noite,Delivery/App,35,1376.55,39.33,12.07,11,4.8
2025-04-23,Quarta,Manhã,Salão,24,696.48,29.02,5.62,5,4.6
2025-04-23,Quarta,Manhã,Drive-Thru,45,1150.65,25.57,3.32,5,4.8
2025-04-23,Quarta,Manhã,Delivery/App,11,420.53,38.23,10.69,5,4.5
2025-04-23,Quarta,Tarde,Salão,58,1680.84,28.98,6.25,7,4.6
2025-04-23,Quarta,Tarde,Drive-Thru,71,2032.73,28.63,2.35,7,4.6
2025-04-23,Quarta,Tarde,Delivery/App,28,1086.4,38.8,11.4,7,4.5
2025-04-23,Quarta,Noite,Salão,42,951.72,22.66,6.73,9,4.6
2025-04-23,Quarta,Noite,Drive-Thru,102,2803.98,27.49,4.0,9,4.6
2025-04-23,Quarta,Noite,Delivery/App,31,994.17,32.07,11.39,9,4.9
2025-04-24,Quinta,Manhã,Salão,23,561.66,24.42,6.36,4,4.4
2025-04-24,Quinta,Manhã,Drive-Thru,46,1285.7,27.95,3.38,4,4.5
2025-04-24,Quinta,Manhã,Delivery/App,11,374.88,34.08,10.94,4,4.3
2025-04-24,Quinta,Tarde,Salão,52,1319.76,25.38,5.37,10,4.7
2025-04-24,Quinta,Tarde,Drive-Thru,75,2345.25,31.27,2.81,10,4.7
2025-04-24,Quinta,Tarde,Delivery/App,30,1107.9,36.93,10.7,10,4.3
2025-04-24,Quinta,Noite,Salão,53,1490.36,28.12,6.42,9,4.6
2025-04-24,Quinta,Noite,Drive-Thru,105,2592.45,24.69,3.56,9,4.8
2025-04-24,Quinta,Noite,Delivery/App,36,1231.2,34.2,10.91,9,4.7
2025-04-25,Sexta,Manhã,Salão,36,1045.8,29.05,6.56,4,4.4
2025-04-25,Sexta,Manhã,Drive-Thru,71,2085.27,29.37,3.47,4,4.8
2025-04-25,Sexta,Manhã,Delivery/App,20,725.8,36.29,10.75,4,4.3
2025-04-25,Sexta,Tarde,Salão,58,1711.0,29.5,6.32,6,4.6
2025-04-25,Sexta,Tarde,Drive-Thru,145,5119.95,35.31,4.57,6,4.9
2025-04-25,Sexta,Tarde,Delivery/App,40,1679.2,41.98,11.57,6,4.5
2025-04-25,Sexta,Noite,Salão,39,937.17,24.03,6.07,12,5.0
2025-04-25,Sexta,Noite,Drive-Thru,130,3474.9,26.73,4.02,12,4.7
2025-04-25,Sexta,Noite,Delivery/App,50,1989.0,39.78,11.51,12,4.9
2025-04-26,Sábado,Manhã,Salão,32,851.52,26.61,5.18,8,4.3
2025-04-26,Sábado,Manhã,Drive-Thru,61,2045.33,33.53,3.67,8,4.2
2025-04-26,Sábado,Manhã,Delivery/App,18,773.28,42.96,9.85,8,4.5
2025-04-26,Sábado,Tarde,Salão,70,1914.5,27.35,7.12,7,4.5
2025-04-26,Sábado,Tarde,Drive-Thru,124,4260.64,34.36,3.86,7,4.3
2025-04-26,Sábado,Tarde,Delivery/App,39,1618.11,41.49,11.65,7,4.4
2025-04-26,Sábado,Noite,Salão,53,1535.41,28.97,5.69,12,4.8
2025-04-26,Sábado,Noite,Drive-Thru,148,4465.16,30.17,4.26,12,4.7
2025-04-26,Sábado,Noite,Delivery/App,51,1793.67,35.17,11.31,12,4.5
2025-04-27,Domingo,Manhã,Salão,36,812.52,22.57,5.82,5,4.6
2025-04-27,Domingo,Manhã,Drive-Thru,63,1517.04,24.08,3.57,5,4.9
2025-04-27,Domingo,Manhã,Delivery/App,16,644.16,40.26,11.11,5,4.4
2025-04-27,Domingo,Tarde,Salão,80,2576.0,32.2,6.18,8,4.1
2025-04-27,Domingo,Tarde,Drive-Thru,117,4193.28,35.84,3.48,8,4.5
2025-04-27,Domingo,Tarde,Delivery/App,31,1271.0,41.0,10.78,8,4.9
2025-04-27,Domingo,Noite,Salão,63,1798.02,28.54,5.48,12,4.6
2025-04-27,Domingo,Noite,Drive-Thru,120,3224.4,26.87,3.04,12,4.4
2025-04-27,Domingo,Noite,Delivery/App,42,1506.54,35.87,11.65,12,4.7
2025-04-28,Segunda,Manhã,Salão,25,675.5,27.02,4.92,6,4.6
2025-04-28,Segunda,Manhã,Drive-Thru,41,1115.61,27.21,3.64,6,4.4
2025-04-28,Segunda,Manhã,Delivery/App,12,503.4,41.95,9.93,6,4.5
2025-04-28,Segunda,Tarde,Salão,40,1212.8,30.32,5.66,6,4.5
2025-04-28,Segunda,Tarde,Drive-Thru,98,3306.52,33.74,3.56,6,4.2
2025-04-28,Segunda,Tarde,Delivery/App,31,1419.8,45.8,11.65,6,4.7
2025-04-28,Segunda,Noite,Salão,35,993.3,28.38,4.92,11,4.6
2025-04-28,Segunda,Noite,Drive-Thru,118,2834.36,24.02,2.62,11,4.8
2025-04-28,Segunda,Noite,Delivery/App,28,1163.68,41.56,11.35,11,4.4
2025-04-29,Terça,Manhã,Salão,24,657.36,27.39,5.76,5,4.6
2025-04-29,Terça,Manhã,Drive-Thru,45,1147.5,25.5,3.12,5,4.6
2025-04-29,Terça,Manhã,Delivery/App,15,521.55,34.77,9.68,5,4.4
2025-04-29,Terça,Tarde,Salão,50,1472.5,29.45,6.09,8,4.5
2025-04-29,Terça,Tarde,Drive-Thru,77,1884.19,24.47,4.1,8,4.8
2025-04-29,Terça,Tarde,Delivery/App,28,959.0,34.25,10.61,8,4.8
2025-04-29,Terça,Noite,Salão,37,1007.14,27.22,6.24,9,4.7
2025-04-29,Terça,Noite,Drive-Thru,76,1945.6,25.6,3.78,9,4.7
2025-04-29,Terça,Noite,Delivery/App,25,792.75,31.71,12.35,9,4.7
2025-04-30,Quarta,Manhã,Salão,26,803.66,30.91,5.42,4,4.8
2025-04-30,Quarta,Manhã,Drive-Thru,39,1144.26,29.34,3.59,4,4.8
2025-04-30,Quarta,Manhã,Delivery/App,11,500.61,45.51,10.59,4,3.9
2025-04-30,Quarta,Tarde,Salão,45,1335.15,29.67,6.17,8,4.4
2025-04-30,Quarta,Tarde,Drive-Thru,77,2708.09,35.17,3.6,8,4.7
2025-04-30,Quarta,Tarde,Delivery/App,33,1057.65,32.05,11.49,8,4.5
2025-04-30,Quarta,Noite,Salão,45,1104.75,24.55,6.61,10,4.7
2025-04-30,Quarta,Noite,Drive-Thru,96,3207.36,33.41,3.81,10,4.7
2025-04-30,Quarta,Noite,Delivery/App,35,1239.35,35.41,11.97,10,4.7
2025-05-01,Quinta,Manhã,Salão,29,731.38,25.22,6.42,4,4.3
